,종목코드,회사명
1528,109960,에이프로젠 H&G
1529,110020,전진바이오팜
1530,110790,크리스에프앤씨
1531,110990,디아이티
1532,111110,호전실업
1533,111710,남화산업
1534,111770,영원무역
1535,111820,지와이커머스
1536,111870,삼본전자
1537,112040,위메이드
1538,112610,씨에스윈드
1539,113810,디젠스
1540,114090,GKL
1541,114120,크루셜텍
1542,114190,강원
1543,114450,KPX생명과학
1544,114570,지스마트글로벌
1545,114630,우노앤컴퍼니
1546,114810,아이원스
1547,115160,휴맥스
1548,115180,큐리언트
1549,115310,인포바인
1550,115390,락앤락
1551,115440,우리넷
1552,115450,지트리비앤티
1553,115480,씨유메디칼
1554,115500,케이씨에스
1555,115530,씨엔플러스
1556,115570,스타플렉스
1557,115610,이미지스
1558,115960,연우
1559,117580,대성에너지
1560,117670,알파홀딩스
1561,117730,티로보틱스
1562,118000,우리들휴브레인
1563,118990,모트렉스
1564,119500,포메탈
1565,119610,인터로조
1566,119650,KC코트렐
1567,119830,아이텍
1568,119850,지엔씨에너지
1569,119860,다나와
1570,120030,조선선재
1571,120110,코오롱인더
1572,120240,대정화금
1573,121440,골프존뉴딘홀딩스
1574,121600,나노신소재
1575,121800,비덴트
1576,121850,코이즈
1577,121890,에스디시스템
1578,122310,제노레이
1579,122350,삼기
1580,122450,KMH
1581,122640,예스티
1582,122690,서진오토모티브
1583,122870,와이지엔터테인먼트
1584,122900,아이마켓코리아
1585,122990,와이솔
1586,123010,아이에이네트웍스
1587,123040,엠에스오토텍
1588,123330,제닉
1589,123410,코리아에프티
1590,123420,선데이토즈
1591,123570,이엠넷
1592,123690,한국화장품
1593,123700,SJM
1594,123750,알톤스포츠
1595,123840,한일진공
1596,123860,아나패스
1597,123890,한국자산신탁
1598,124500,아이티센
1599,124560,태웅로직스
1600,125210,아모그린텍
1601,126340,비나텍
1602,126560,현대에이치씨엔
1603,126600,코프라
1604,126640,화신정공
1605,126700,하이비젼시스템
1606,126870,뉴로스
1607,126880,제이엔케이히터
1608,127120,디엔에이링크
1609,127160,매직마이크로
1610,127710,아시아경제
1611,128540,에코캡
1612,128660,피제이메탈
1613,128820,대성산업
1614,128940,한미약품
1615,129260,인터지스
1616,130500,GH신소재
1617,130580,나이스디앤비
1618,130660,한전산업
1619,130740,티피씨글로벌
1620,131030,디에이치피코리아
1621,131090,시큐브
1622,131100,스카이이앤엠
1623,131180,딜리
1624,131220,대한과학
1625,131290,티에스이
1626,131370,알서포트
1627,131390,피앤이솔루션
1628,131400,액트
1629,131760,파인텍
1630,131970,테스나
1631,133750,메가엠디
1632,133820,화인베스틸
1633,134060,이퓨쳐
1634,134380,미원화학
1635,134580,디엠티
1636,134790,시디즈
1637,136480,하림
1638,136490,선진
1639,136510,쎄미시스코
1640,136540,윈스
1641,137400,피엔티
1642,137940,넥스트아이
1643,137950,제이씨케미칼
1644,138040,메리츠금융지주
1645,138070,신진에스엠
1646,138080,오이솔루션
1647,138250,엔에스쇼핑
1648,138360,에이씨티
1649,138490,코오롱플라스틱
1650,138580,비즈니스온
1651,138610,나이벡
1652,138690,엘아이에스
1653,138930,BNK금융지주
1654,139050,데일리블록체인
1655,139130,DGB금융지주
1656,139480,이마트
1657,139670,키네마스터
1658,140070,서플러스글로벌
1659,140410,메지온
1660,140520,대창스틸
1661,140670,알에스오토메이션
1662,140860,파크시스템스
1663,140910,에이리츠
1664,141000,비아트론
1665,141020,포티스
1666,141070,맥스로텍
1667,141080,레고켐바이오
1668,142210,유니트론텍
1669,142280,녹십자엠에스
1670,142760,바이오리더스
1671,143160,아이디스
1672,143210,핸즈코퍼레이션
1673,143240,사람인에이치알
1674,143540,영우디에스피
1675,144510,녹십자랩셀
1676,144620,코오롱머티리얼
1677,144960,뉴파워프라즈마
1678,145020,휴젤
1679,145210,세화아이엠씨
1680,145270,케이탑리츠
1681,145720,덴티움
1682,145990,삼양사
1683,147760,마이크로프랜드
1684,147830,제룡산업
1685,148140,비디아이
1686,148150,세경하이테크
1687,148250,알엔투테크놀로지
1688,149950,아바텍
1689,149980,하이로닉
1690,150840,인트로메딕
1691,150900,파수
1692,151860,KG ETS
1693,151910,나노스
1694,152330,코리아오토글라스
1695,152550,한국ANKOR유전
1696,153360,하이골드3호
1697,153460,네이블
1698,153490,우리이앤엘
1699,153710,옵티팜
1700,154030,아시아종묘
1701,154040,솔루에타
1702,155650,와이엠씨
1703,155660,DSR
1704,155900,바다로19호
1705,156100,엘앤케이바이오
1706,158310,스타모빌리티
1707,158430,아톤
1708,159580,제로투세븐
1709,159910,스킨앤스킨
1710,160550,NEW
1711,160600,이큐셀
1712,160980,싸이맥스
1713,161000,애경유화
1714,161390,한국타이어앤테크놀로지
1715,161570,THE MIDONG
1716,161580,필옵틱스
1717,161890,한국콜마
1718,163560,동일고무벨트
1719,164060,이루다
1720,166090,하나머티리얼즈
1721,166480,코아스템
1722,168330,내츄럴엔도텍
1723,168490,한국패러랠
1724,169330,엠브레인
1725,170030,현대공업
1726,170790,파이오링크
1727,170900,동아에스티
1728,170920,엘티씨
1729,171010,램테크놀러지
1730,171090,선익시스템
1731,171120,라이온켐텍
1732,172580,하이골드12호
1733,173130,오파스넷
1734,173940,에프엔씨엔터
1735,174880,장원테크
1736,174900,앱클론
1737,175140,인포마크
1738,175250,아이큐어
1739,175330,JB금융지주
1740,176440,에이치엔티
1741,177350,베셀
1742,177830,파버나인
1743,178320,서진시스템
1744,178780,유테크
1745,178920,PI첨단소재
1746,179290,엠아이텍
1747,179900,유티아이
1748,180400,캔서롭
1749,180640,한진칼
1750,181340,이즈미디어
1751,181710,NHN
1752,182360,큐브엔터
1753,182400,엔케이맥스
1754,182690,테라셈
1755,183190,아세아시멘트
1756,183300,코미코
1757,183490,엔지켐생명과학
1758,184230,SGA솔루션즈
1759,185490,아이진
1760,185750,종근당
1761,186230,그린플러스
1762,187220,디티앤씨
1763,187270,신화콘텍
1764,187420,제노포커스
1765,187790,나노
1766,187870,디바이스이엔지
1767,189300,인텔리안테크
1768,189690,포시에스
1769,189860,서전기전
1770,189980,흥국에프엔비
1771,190510,나무가
1772,190650,코리아에셋투자증권
1773,191410,육일씨엔에쓰
1774,191420,테고사이언스
1775,192080,더블유게임즈
1776,192250,케이사인
1777,192390,윈하이텍
1778,192400,쿠쿠홀딩스
1779,192410,감마누
1780,192440,슈피겐코리아
1781,192650,드림텍
1782,192820,코스맥스
1783,193250,와이제이엠게임즈
1784,194370,제이에스코퍼레이션
1785,194480,데브시스터즈
1786,194700,노바렉스
1787,195440,퓨전
1788,195500,마니커에프앤지
1789,195870,해성디에스
1790,195990,에이비프로바이오
1791,196170,알테오젠
1792,196300,애니젠
1793,196450,디오스텍
1794,196490,디에이테크놀로지
1795,196700,웹스
1796,197140,디지캡
1797,198080,엔피디
1798,198440,고려시멘트
1799,200130,콜마비앤에이치
1800,200230,텔콘RF제약
1801,200470,에이팩트
1802,200670,휴메딕스
1803,200710,에이디테크놀로지
1804,200780,비씨월드제약
1805,200880,서연이화
1806,201490,미투온
1807,203450,유니온커뮤니티
1808,203650,드림시큐리티
1809,203690,프로스테믹스
1810,204020,그리티
1811,204210,모두투어리츠
1812,204270,제이앤티씨
1813,204320,만도
1814,204620,글로벌텍스프리
1815,204630,스튜디오산타클로스
1816,204840,지엘팜텍
1817,205100,엑셈
1818,205470,휴마시스
1819,205500,액션스퀘어
1820,206400,베노홀딩스
1821,206560,덱스터
1822,206640,바디텍메드
1823,206650,유바이오로직스
1824,207760,미스터블루
1825,207940,삼성바이오로직스
1826,208140,정다운
1827,208340,파멥신
1828,208350,지란지교시큐리티
1829,208370,셀바스헬스케어
1830,208640,썸에이지
1831,208710,바이오로그디바이스
1832,208860,엔지스테크널러지
1833,210540,디와이파워
1834,210980,SK디앤디
1835,211270,AP위성
1836,212560,네오오토
1837,213090,미래테크놀로지
1838,213420,덕산네오룩스
1839,213500,한솔제지
1840,214150,클래시스
1841,214180,민앤지
1842,214260,라파스
1843,214270,퓨쳐스트림네트웍스
1844,214310,세미콘라이트
1845,214320,이노션
1846,214330,금호에이치티
1847,214370,케어젠
1848,214390,경보제약
1849,214420,토니모리
1850,214430,아이쓰리시스템
1851,214450,파마리서치프로덕트
1852,214610,미코바이오메드
1853,214680,디알텍
1854,214870,뉴지랩
1855,215000,골프존
1856,215090,이디티
1857,215100,로보로보
1858,215200,메가스터디교육
1859,215360,우리산업
1860,215380,우정바이오
1861,215480,토박스코리아
1862,215600,신라젠
1863,215790,이노인스트루먼트
1864,216050,인크로스
1865,216080,제테마
1866,217190,제너셈
1867,217270,넵튠
1868,217330,싸이토젠
1869,217480,에스디생명공학
1870,217500,러셀
1871,217600,켐온
1872,217620,디딤
1873,217730,강스템바이오텍
1874,217820,엔에스
1875,218150,미래생명자원
1876,218410,RFHIC
1877,219130,타이거일렉
1878,219420,링크제니시스
1879,219550,MP한강
1880,219750,지티지웰니스
1881,220100,퓨쳐켐
1882,220180,핸디소프트
1883,220260,켐트로스
1884,220630,해마로푸드서비스
1885,221610,자안
1886,221840,하이즈항공
1887,221980,케이디켐
1888,222040,코스맥스엔비티
1889,222080,씨아이에스
1890,222110,팬젠
1891,222420,쎄노텍
1892,222800,심텍
1893,222810,마이더스AI
1894,222980,한국맥널티
1895,223250,드림씨아이에스
1896,223310,경남제약헬스케어
1897,224060,코디엠
1898,224110,에이텍티앤
1899,225190,삼양옵틱스
1900,225220,제놀루션
1901,225330,씨엠에스에듀
1902,225430,케이엠제약
1903,225530,보광산업
1904,225570,넷게임즈
1905,225590,패션플랫폼
1906,226320,잇츠한불
1907,226330,신테카바이오
1908,226340,본느
1909,226350,아이엠텍
1910,226360,이엑스티
1911,226400,오스테오닉
1912,226440,한송네오텍
1913,226950,올릭스
1914,227100,디자인
1915,227610,아우딘퓨쳐스
1916,227840,현대코퍼레이션홀딩스
1917,227950,엔투텍
1918,228340,동양파일
1919,228670,레이
1920,228760,지노믹트리
1921,228850,레이언스
1922,229000,젠큐릭스
1923,229640,LS전선아시아
1924,230240,에치에프알
1925,230360,에코마케팅
1926,230980,솔트웍스
1927,232140,와이아이케이
1928,234080,JW생명과학
1929,234100,세원
1930,234300,에스트래픽
1931,234340,세틀뱅크
1932,234690,녹십자웰빙
1933,234920,자이글
1934,235980,메드팩토
1935,236200,슈프리마
1936,237690,에스티팜
1937,237750,피앤씨테크
1938,237820,플레이디
1939,237880,클리오
1940,238090,앤디포스
1941,238120,얼라인드
1942,238200,비피도
1943,238490,힘스
1944,239340,줌인터넷
1945,239610,에이치엘사이언스
1946,240810,원익IPS
1947,241520,DSC인베스트먼트
1948,241560,두산밥캣
1949,241590,화승엔터프라이즈
1950,241690,유니테크노
1951,241710,코스메카코리아
1952,241770,메카로
1953,241790,오션브릿지
1954,241820,피씨엘
1955,241840,에이스토리
1956,242040,나무기술
1957,243070,휴온스
1958,243840,신흥에스이씨
1959,244460,올리패스
1960,245620,EDGC
1961,246690,TS인베스트먼트
1962,246710,티앤알바이오팹
1963,246720,아스타
1964,246960,이노테라피
1965,247540,에코프로비엠
1966,248170,샘표식품
1967,249420,일동제약
1968,250000,보라티알
1969,250060,모비스
1970,250930,예선테크
1971,251270,넷마블
1972,251370,와이엠티
1973,251630,브이원텍
1974,251970,펌텍코리아
1975,252500,세화피앤씨
1976,253450,스튜디오드래곤
1977,253590,네오셈
1978,253840,수젠텍
1979,254120,자비스
1980,255220,SG
1981,255440,야스
1982,256150,한독크린텍
1983,256630,포인트엔지니어링
1984,256840,한국비엔씨
1985,256940,케이피에스
1986,257370,명성티엔에스
1987,258610,이더블유케이
1988,258790,소프트캠프
1989,258830,세종메디칼
1990,259630,엠플러스
1991,260660,알리코제약
1992,260930,씨티케이코스메틱스
1993,261200,덴티스
1994,262260,에이프로
1995,263020,디케이앤디
1996,263050,유틸렉스
1997,263540,샘코
1998,263600,덕우전자
1999,263690,디알젬
2000,263700,케어랩스
2001,263720,디앤씨미디어
2002,263750,펄어비스
2003,263770,유에스티
2004,263800,데이타솔루션
2005,263810,상신전자
2006,263860,지니언스
2007,263920,블러썸엠앤씨
2008,264450,유비쿼스
2009,264660,씨앤지하이테크
2010,264850,이랜시스
2011,264900,크라운제과
2012,265520,AP시스템
2013,265560,영화테크
2014,267250,현대중공업지주
2015,267260,현대일렉트릭
2016,267270,현대건설기계
2017,267290,경동도시가스
2018,267320,나인테크
2019,267790,배럴
2020,267850,아시아나IDT
2021,267980,매일유업
2022,268280,미원에스씨
2023,268600,셀리버리
2024,269620,시스웍
2025,270520,지엔원에너지
2026,270870,뉴트리
2027,271560,오리온
2028,271980,제일약품
2029,272110,케이엔제이
2030,272210,한화시스템
2031,272290,이녹스첨단소재
2032,272450,진에어
2033,272550,삼양패키징
2034,273060,와이즈버즈
2035,274090,켄코아에어로스페이스
2036,275630,에스에스알
2037,277070,린드먼아시아
2038,277410,인산가
2039,277880,티에스아이
2040,278280,천보
2041,278650,노터스
2042,279600,미디어젠
2043,280360,롯데제과
2044,281740,레이크머티리얼즈
2045,281820,케이씨텍
2046,282330,BGF리테일
2047,282690,동아타이어
2048,282880,코윈테크
2049,284620,카이노스메드
2050,284740,쿠쿠홈시스
2051,285130,SK케미칼
2052,285490,노바텍
2053,286750,나노브릭
2054,286940,롯데정보통신
2055,287410,유안타제3호스팩
2056,288330,브릿지바이오테라퓨틱스
2057,288620,에스퓨얼셀
2058,289010,아이스크림에듀
2059,289080,SV인베스트먼트
2060,290120,대유에이피
2061,290270,휴네시온
2062,290380,대유
2063,290510,코리아센터
2064,290520,신도기연
2065,290550,디케이티
2066,290650,엘앤씨바이오
2067,290660,네오펙트
2068,290670,대보마그네틱
2069,290720,푸드나무
2070,290740,액트로
2071,291210,한국제7호스팩
2072,291230,삼성스팩2호
2073,291650,압타머사이언스
2074,293480,하나제약
2075,293490,카카오게임즈
2076,293580,나우IB
2077,293780,압타바이오
2078,293940,신한알파리츠
2079,294090,이오플로우
2080,294140,레몬
2081,294630,서남
2082,294870,HDC현대산업개발
2083,297090,씨에스베어링
2084,297570,알로이스
2085,297890,엘이티
2086,298000,효성화학
2087,298020,효성티앤씨
2088,298040,효성중공업
2089,298050,효성첨단소재
2090,298060,에스씨엠생명과학
2091,298380,에이비엘바이오
2092,298540,더네이쳐홀딩스
2093,298690,에어부산
2094,299170,IBKS제10호스팩
2095,299660,셀리드
2096,299900,위지윅스튜디오
2097,299910,베스파
2098,300080,플리토
2099,300120,라온피플
2100,300720,한일시멘트
2101,302430,이노메트리
2102,302550,리메드
2103,303030,지니틱스
2104,304100,솔트룩스
2105,304840,피플바이오
2106,305090,마이크로디지탈
2107,306040,에스제이그룹
2108,306200,세아제강
2109,306620,네온테크
2110,307070,SK4호스팩
2111,307160,하나머스트제6호스팩
2112,307180,아이엘사이언스
2113,307280,교보8호스팩
2114,307750,대신밸런스제6호스팩
2115,307870,상상인이안1호스팩
2116,307930,컴퍼니케이
2117,307950,현대오토에버
2118,308100,까스텔바작
2119,308170,센트랄모텍
2120,309930,삼성머스트스팩3호
2121,310200,애니플러스
2122,310840,엔에이치스팩13호
2123,310870,한국제8호스팩
2124,311270,키움제5호스팩
2125,311390,네오크레마
2126,311690,천랩
2127,312610,에이에프더블류
2128,313750,유안타제4호스팩
2129,313760,윌링스
2130,316140,우리금융지주
2131,317030,케이비17호스팩
2132,317120,라닉스
2133,317240,하이제4호스팩
2134,317320,한화에스비아이스팩
2135,317330,덕산테코피아
2136,317400,자이에스앤디
2137,317530,캐리소프트
2138,317770,슈프리마아이디
2139,317830,에스피시스템스
2140,317850,대모
2141,317870,엔바이오니아
2142,318000,한국바이오젠
2143,318010,팜스빌
2144,318410,비비씨
2145,319400,엔에이치스팩14호
2146,319660,피에스케이
2147,320000,윈텍
2148,321260,유진스팩4호
2149,321550,티움바이오
2150,322000,현대에너지솔루션
2151,322180,티라유텍
2152,322510,제이엘케이
2153,322780,DB금융스팩7호
2154,323210,이베스트이안스팩1호
2155,323230,신한제5호스팩
2156,323280,신영스팩5호
2157,323940,케이비제18호스팩
2158,323990,박셀바이오
2159,326030,SK바이오팜
2160,327260,메탈라이프
2161,328380,미래에셋대우스팩3호
2162,329560,상상인이안제2호스팩
2163,330350,위더스제약
2164,330590,롯데리츠
2165,330990,케이비제19호스팩
2166,331380,유진스팩5호
2167,331520,교보9호스팩
2168,331920,셀레믹스
2169,332290,대신밸런스제7호스팩
2170,332370,아이디피
2171,332570,와이팜
2172,332710,하나금융14호스팩
2173,333050,신한제6호스팩
2174,333430,미래에셋대우스팩4호
2175,334890,이지스밸류리츠
2176,335870,IBKS제12호스팩
2177,335890,IBKS제11호스팩
2178,336060,유안타제5호스팩
2179,336260,두산퓨얼셀
2180,336370,두산솔루스
2181,336570,대신밸런스제8호스팩
2182,337450,SK5호스팩
2183,337930,브랜드엑스코퍼레이션
2184,338100,NH프라임리츠
2185,339950,아이비김영
2186,340120,하이제5호스팩
2187,340350,SK6호스팩
2188,340360,유안타제6호스팩
2189,340440,한화플러스제1호스팩
2190,341160,하나금융15호스팩
2191,342550,케이비제20호스팩
2192,343510,하나금융16호스팩
2193,344050,신영스팩6호
2194,344820,케이씨씨글라스
2195,347140,케이프이에스제4호
2196,347740,피엔케이피부임상연구센타
2197,347770,핌스
2198,347890,엠투아이
2199,348210,넥스틴
2200,348950,제이알글로벌리츠
2201,349720,이베스트스팩5호
2202,350520,이지스레지던스리츠
2203,351320,IBKS제14호스팩
2204,351340,IBKS제13호스팩
2205,352820,빅히트
2206,353070,에이치엠씨제4호스팩
2207,353190,엔에이치스팩16호
2208,353200,대덕전자
2209,353490,미래에셋대우스팩 5호
2210,353810,이지바이오
2211,355150,교보10호스팩
2212,357120,코람코에너지리츠
2213,357250,미래에셋맵스리츠
2214,357780,솔브레인
2215,359090,엔에이치스팩17호
2216,363280,티와이홀딩스
2217,900070,글로벌에스엠
2218,900080,에스앤씨엔진그룹
2219,900100,뉴프라이드
2220,900110,이스트아시아홀딩스
2221,900120,씨케이에이치
2222,900140,엘브이엠씨홀딩스
2223,900250,크리스탈신소재
2224,900260,로스웰
2225,900270,헝셩그룹
2226,900280,골든센츄리
2227,900290,GRT
2228,900300,오가닉티코스메틱
2229,900310,컬러레이
2230,900340,윙입푸드
2231,950110,SBI핀테크솔루션즈
2232,950130,엑세스바이오
2233,950140,잉글우드랩
2234,950160,코오롱티슈진
2235,950170,JTC
2236,950180,SNK
2237,950190,미투젠
2238,950200,소마젠(Reg.S)
